Latitude (degrees),Longitude (degrees),Temperature (K),Specific Humidity,Wind Speed (m/s),Soil Moisture (m^3/m^3),NDVI,Actual result,Predicted Result
12.200593836478184,39.669635621147776,292.2454328308273,0.008767700625805152,0.0,0.07030234859263573,-0.1923778042257689,0,0
3.010316568118302,35.34586271582922,283.52187626502933,0.0027487894292925305,2.448573696375723,0.21211126575028622,1.0,0,0
10.506388889,44.063055556,283.7110595703125,0.004319916013628244,8.42865963755328,0.08241425,0.0343180708587169,1,1
9.491111111,41.903888889,300.290283203125,0.003891091095283628,6.736856268818955,0.057226997,0.4732334017753601,1,1
18.39480159864563,37.46133537342669,290.10570630603286,0.00722460213504696,0.9012559468459349,0.14638399299601249,0.3567779033068707,0,0
9.95583390600549,42.43188073273813,296.6634543002738,0.0050520402987586045,6.17281083368648,0.15242082668606316,-0.4508099713069813,0,0
6.408055556,42.434722222,279.0952758789062,0.00327269802801311,5.83603633803161,0.12007952,0.1558893620967865,1,1
11.574740649675814,48.78182048891093,287.91245924905377,0.0056815247079847545,9.504812249207054,0.002380895459411711,0.7981669054923145,0,0
6.2905132103151296,41.90092403555871,304.8612382198053,0.0008975258190445975,3.895892438778637,0.0,0.6087994240318358,0,0
25.103888889,37.4175,299.6004333496094,0.006497010122984648,1.395112090231539,0.1497818,0.064915232360363,1,1
9.938541132898287,48.931508183736035,280.91717014027114,0.010289240429880199,1.5704381148563575,0.23268602601389252,0.7480647744337017,0,0
0.5990436202524891,37.3422018017913,283.89709647609965,0.0001812193960753451,12.22852743002472,0.3937186135703476,0.971834991996551,0,0
5.351797237147248,36.577612910585216,303.05716395347315,0.0010788644485582879,0.02577358505207744,0.11049781531330743,0.1209524899098624,0,0
2.743497638788165,36.840113411983886,302.067144621377,0.010555896140792933,5.282220818891469,0.11338920803993152,0.6899587570004598,0,0
13.416388889,40.564722222,297.4370422363281,0.0100248409435153,9.869055697296556,0.13045292,-0.0069311903789639,1,1
11.362777778,39.986666667,300.3482360839844,0.004775604698807001,2.535841156394114,0.078765176,0.5871639251708984,1,1
-0.6675473921105037,37.630730526171945,268.8505775111237,0.0024734007272926885,0.0,0.3719574122900827,1.0,0,0
3.3671150068568108,36.79263906694146,295.33916066112755,0.006721053058223672,2.6247191029239847,0.19260089482242246,-0.8120280143865621,0,0
1.781666667,36.916944444,297.8012390136719,0.003957968670874834,1.737500796771325,0.11279998,0.6688590049743652,1,0
6.933110030368182,44.805554150997736,280.1767010470887,0.006230116578058358,0.20931765371385058,0.10849203127754156,-0.5471607073503819,0,0
15.978611111,42.966666667,296.0639343261719,0.003729550400748849,1.396775179192579,0.08020763,0.144423559308052,1,1
24.52855364491294,77.73482351436311,295.4732976459377,0.016695360962277844,3.4452623566805403,0.26948460091977905,0.2412786519041446,0,0
12.173888889,39.875,300.0558166503906,0.005973878782242537,2.304223222796036,0.08908048,0.2680115401744842,1,1
13.036388889,39.674722222,302.5459289550781,0.005784392356872559,9.248545051608893,0.096933156,0.2423196583986282,1,1
10.363611111,44.342222222,290.9349975585938,0.008896048180758953,8.455800921459907,0.16074221,0.0875232815742492,1,1
10.230555556,44.57,286.0341186523438,0.003936694003641605,4.826649833249456,0.14560123,0.0214697401970624,1,1
3.951944444,41.160555556,278.1966552734375,0.0008801888325251639,5.833311623806509,0.1136636,0.2171507626771927,1,1
30.71487588906814,46.74723416453626,296.86558980491145,0.007919523490150307,0.0,0.033086972042265406,-0.6515592849361146,0,0
6.643333333,44.517777778,287.8821716308594,0.004769708961248398,9.324180205240676,0.1225719,0.0094432272017002,1,1
3.138333333,36.910555556,295.1386413574219,0.003000502707436681,10.16336362300682,0.11651378,0.1056357994675636,1,1
7.30412281199114,44.30031481896503,290.80452325291196,0.006286021030046484,8.117497354101994,0.26358457984176503,1.0,0,0
12.468102378259076,41.492843701859066,308.5934317273093,0.009473256381244443,17.230857689258777,0.10325779017945941,-0.8117031453565486,0,0
30.1628569866671,47.60332555556306,295.78987295140325,0.005653864553905266,5.121867742052911,0.049309177891949524,-0.18578729897024632,0,0
-0.100277778,37.724722222,279.9266357421875,0.004327184986323118,10.75599644725909,0.297218,0.1314899027347564,1,1
9.383538615486373,43.520041673316754,304.5403343928298,0.0026960423812344117,15.521437713699733,0.04605959834094528,1.0,0,0
4.806111111,36.054444444,287.1428527832031,0.006016897037625313,8.500043381708497,0.1793131,0.3014878630638122,1,1
9.55911448993302,43.420739100789675,292.9996426630045,0.010325824910276872,4.369180711879819,0.02037440871151655,-0.32719895543220173,0,0
9.126111111,43.126666667,298.6022033691406,0.00478940038010478,7.821521828772301,0.07051669,0.3664464056491852,1,1
9.402035999481189,43.652716703509654,297.36458291119834,0.0042280926271159765,7.193387903592236,0.12668757323449475,0.20930921880588912,0,1
12.145,39.982222222,302.8216247558594,0.00392932677641511,1.672278617870294,0.084670074,0.2479508221149444,1,1
10.644122122372748,48.52697365417189,292.9369932773974,0.007665817619631277,4.580880849231157,0.006412785025787612,-0.5847573009770828,0,0
2.6196684826585854,35.84306919662795,285.82052340875754,0.004988393327239172,8.451175387953063,0.2471489412097058,0.324427877385157,0,1
4.584392012575851,38.92657696401831,293.83807255840924,0.003417362663957829,12.310679420618255,0.23358408576251197,-0.33034736929302067,0,0
2.72437277460774,37.00089921504566,270.62984179394886,0.003934918121220112,7.098848293596848,0.30787638136968154,-0.21486148477228117,0,0
9.433888889,44.991944444,288.015380859375,0.003506957553327084,6.972484266635849,0.09787054,0.2163120657205581,1,1
1.448037559406755,37.18507809710852,284.10785184371514,0.0029642818950792495,0.0,0.2723846415097344,0.8696408130411875,0,0
10.715833333,49.289722222,288.5487976074219,0.004800142254680395,8.890590582664027,0.13871342,0.1303365677595138,1,1
9.838888889,43.998055556,304.7213439941406,0.003858830779790878,6.357546208890372,0.06400125,0.2076910436153412,1,1
2.774444444,36.204444444,287.2692565917969,0.003662252565845847,7.650137059490224,0.19510446,0.1771467179059982,1,1
-0.083333333,38.116666667,276.0445556640625,0.00434443773701787,3.97445391853448,0.3101756,0.0243399869650602,1,1
15.600277778,48.167222222,303.2853698730469,0.003914304077625275,8.36417819107699,0.020869384,0.068373329937458,1,1
10.5018099776795,43.08430675667155,301.6292009511573,0.004461951590298561,2.4829013736749985,0.03828940607700839,-0.0793940044153818,0,0
8.979444444,43.1025,301.2345275878906,0.00423733564093709,9.484832002715853,0.056206618,0.3339959979057312,1,1
4.998611111,38.248611111,283.5339050292969,0.005909521132707596,16.22851251803196,0.12664211,0.2914828658103943,1,1
1.741111111,37.323333333,285.7726745605469,0.00392884248867631,1.717248094443871,0.21303658,0.4292694628238678,1,1
11.452704721167107,39.87493091583184,296.46826541656196,0.004712782728498158,4.744769570772991,0.09681136923973252,-0.013466270220283044,0,0
1.2418856651220356,37.55886012496646,302.32521163317614,0.006108042613431718,0.0,0.038924070273853625,0.19610245981886032,0,0
6.438333333,44.631111111,278.3789978027344,0.002917083911597729,4.712330183397189,0.18739708,0.268896609544754,1,1
0.624166667,36.986944444,281.6954040527344,0.00446179648861289,8.632402882240623,0.29649934,0.3803222179412842,1,1
9.994467429535632,44.32828521327153,295.5602688587402,0.00411039730018276,1.509160534679176,0.1007439897844512,-0.03765623694296763,0,0
11.400779434530904,40.86942424316112,303.94739148383513,0.012968265609334917,8.714475883297656,0.1179599265245604,-0.8164977215936309,0,0
6.075730941041819,43.90617759704941,289.20698810511954,0.0034580863575019525,0.0,0.13176130742766473,0.924702866075495,0,0
3.2194368164997282,41.08955775230245,272.30706311918107,0.003423566881671977,0.0,0.17275585659159917,-0.6168566698115159,0,0
0.5193711551344602,36.785636418260864,288.1723244386017,0.0010981713393561515,4.535790628706086,0.3215650821276556,0.621512286019569,0,0
6.115277778,43.133055556,282.4391174316406,0.003360278671607375,8.104608282846463,0.096902445,0.3418259024620056,1,1
